,Element,Wavelength,n,k
1780,Zr,2.06,5.212,4.606
1781,Zr,2.08,5.21,4.618
1782,Zr,2.1,5.217,4.637
1783,Zr,2.12,5.223,4.655
1784,Zr,2.14,5.241,4.667
1785,Zr,2.16,5.24,4.666
1786,Zr,2.18,5.236,4.679
1787,Zr,2.2,5.241,4.693
1788,Zr,2.22,5.239,4.702
1789,Zr,2.24,5.239,4.707
1790,Zr,2.26,5.231,4.724
1791,Zr,2.28,5.224,4.739
1792,Zr,2.3,5.221,4.762
1793,Zr,2.32,5.212,4.778
1794,Zr,2.34,5.205,4.796
1795,Zr,2.36,5.212,4.82
1796,Zr,2.38,5.204,4.83
1797,Zr,2.4,5.2,4.853
1798,Zr,2.42,5.196,4.88
1799,Zr,2.44,5.203,4.896
1800,Zr,2.46,5.195,4.912
1801,Zr,2.48,5.209,4.937
1802,Zr,2.5,5.207,4.915
1803,Zr,2.5126,5.189,4.924
1804,Zr,2.5253,5.176,4.936
1805,Zr,2.5381,5.165,4.948
1806,Zr,2.551,5.153,4.962
1807,Zr,2.5641,5.142,4.977
1808,Zr,2.5773,5.131,4.992
1809,Zr,2.5907,5.12,5.009
1810,Zr,2.6042,5.11,5.028
1811,Zr,2.6178,5.101,5.047
1812,Zr,2.6316,5.092,5.069
1813,Zr,2.6455,5.087,5.089
1814,Zr,2.6596,5.08,5.109
1815,Zr,2.6738,5.075,5.129
1816,Zr,2.6882,5.07,5.149
1817,Zr,2.7027,5.064,5.168
1818,Zr,2.7174,5.058,5.188
1819,Zr,2.7322,5.052,5.206
1820,Zr,2.7473,5.045,5.227
1821,Zr,2.7624,5.038,5.246
1822,Zr,2.7778,5.03,5.264
1823,Zr,2.7933,5.022,5.286
1824,Zr,2.809,5.013,5.308
1825,Zr,2.8249,5.002,5.328
1826,Zr,2.8409,4.993,5.353
1827,Zr,2.8571,4.983,5.377
1828,Zr,2.8736,4.974,5.4
1829,Zr,2.8902,4.964,5.427
1830,Zr,2.907,4.954,5.451
1831,Zr,2.924,4.943,5.478
1832,Zr,2.9412,4.93,5.506
1833,Zr,2.9586,4.921,5.534
1834,Zr,2.9762,4.909,5.564
1835,Zr,2.994,4.898,5.596
1836,Zr,3.012,4.888,5.628
1837,Zr,3.0303,4.88,5.659
1838,Zr,3.0488,4.869,5.693
1839,Zr,3.0675,4.86,5.726
1840,Zr,3.0864,4.85,5.759
1841,Zr,3.1056,4.839,5.795
1842,Zr,3.125,4.831,5.832
1843,Zr,3.1447,4.821,5.867
1844,Zr,3.1646,4.811,5.907
1845,Zr,3.1847,4.802,5.945
1846,Zr,3.2051,4.793,5.983
1847,Zr,3.2258,4.784,6.022
1848,Zr,3.2468,4.774,6.064
1849,Zr,3.268,4.766,6.108
1850,Zr,3.2895,4.758,6.15
1851,Zr,3.3113,4.749,6.194
1852,Zr,3.3333,4.744,6.242
1853,Zr,3.3557,4.739,6.286
1854,Zr,3.3764,4.733,6.332
1855,Zr,3.4014,4.728,6.377
1856,Zr,3.4247,4.72,6.423
1857,Zr,3.4483,4.715,6.473
1858,Zr,3.4722,4.71,6.518
1859,Zr,3.4965,4.701,6.568
1860,Zr,3.5211,4.697,6.619
1861,Zr,3.5461,4.693,6.67
1862,Zr,3.5714,4.686,6.721
1863,Zr,3.5971,4.68,6.774
1864,Zr,3.6232,4.674,6.827
1865,Zr,3.6496,4.669,6.883
1866,Zr,3.6765,4.664,6.938
1867,Zr,3.7037,4.657,6.996
1868,Zr,3.7313,4.654,7.056
1869,Zr,3.7594,4.651,7.115
1870,Zr,3.7879,4.647,7.174
1871,Zr,3.8168,4.639,7.236
1872,Zr,3.8462,4.636,7.301
1873,Zr,3.876,4.633,7.366
1874,Zr,3.9063,4.63,7.433
1875,Zr,3.937,4.628,7.502
1876,Zr,3.9683,4.628,7.573
1877,Zr,4.0323,4.63,7.711
1878,Zr,4.065,4.627,7.784
1879,Zr,4.0984,4.629,7.86
1880,Zr,4.1322,4.634,7.936
1881,Zr,4.1667,4.634,8.012
1882,Zr,4.2017,4.642,8.09
1883,Zr,4.2373,4.646,8.166
1884,Zr,4.2735,4.654,8.245
1885,Zr,4.3103,4.656,8.324
1886,Zr,4.3478,4.663,8.408
1887,Zr,4.386,4.67,8.491
1888,Zr,4.4248,4.677,8.573
1889,Zr,4.4643,4.684,8.66
1890,Zr,4.5045,4.697,8.744
1891,Zr,4.5455,4.705,8.826
1892,Zr,4.5872,4.711,8.912
1893,Zr,4.6729,4.723,9.093
1894,Zr,4.717,4.726,9.187
1895,Zr,4.7619,4.733,9.285
1896,Zr,4.8077,4.74,9.386
1897,Zr,4.8544,4.748,9.49
1898,Zr,4.902,4.758,9.599
1899,Zr,4.9505,4.772,9.708
1900,Zr,5.0505,4.804,9.932
1901,Zr,5.102,4.825,10.039
1902,Zr,5.1546,4.837,10.152
1903,Zr,5.2083,4.856,10.277
1904,Zr,5.2632,4.873,10.388
1905,Zr,5.3191,4.889,10.514
1906,Zr,5.3763,4.91,10.641
1907,Zr,5.4348,4.929,10.779
1908,Zr,5.4945,4.961,10.917
1909,Zr,5.5556,5.001,11.042
1910,Zr,5.618,5.024,11.177
1911,Zr,5.6818,5.051,11.32
1912,Zr,5.7471,5.089,11.453
1913,Zr,5.814,5.115,11.595
1914,Zr,5.8824,5.151,11.746
1915,Zr,5.9524,5.183,11.902
1916,Zr,6.0241,5.23,12.057
1917,Zr,6.0976,5.271,12.212
1918,Zr,6.1728,5.31,12.376
1919,Zr,6.25,5.36,12.543
1920,Zr,6.3291,5.41,12.714
1921,Zr,6.4103,5.47,12.889
1922,Zr,6.4935,5.532,13.06
1923,Zr,6.5789,5.595,13.237
1924,Zr,6.6667,5.661,13.416
1925,Zr,6.7568,5.732,13.596
1926,Zr,6.8493,5.802,13.787
1927,Zr,6.9444,5.887,13.963
1928,Zr,7.0423,5.952,14.15
1929,Zr,7.1429,6.035,14.344
1930,Zr,7.2464,6.127,14.539
1931,Zr,7.3529,6.213,14.727
1932,Zr,7.4627,6.309,14.911
1933,Zr,7.5758,6.383,15.092
1934,Zr,7.6923,6.456,15.31
1935,Zr,7.8125,6.55,15.527
1936,Zr,7.9365,6.632,15.735
1937,Zr,8.0645,6.72,15.97
1938,Zr,8.1967,6.819,16.197
1939,Zr,8.3333,6.924,16.439
1940,Zr,8.4746,7.018,16.674
1941,Zr,8.6207,7.115,16.929
1942,Zr,8.7719,7.218,17.195
1943,Zr,8.9286,7.317,17.476
1944,Zr,9.0909,7.455,17.774
1945,Zr,9.2593,7.584,18.059
1946,Zr,9.434,7.721,18.366
1947,Zr,9.6154,7.864,18.676
1948,Zr,9.8039,8.025,18.992
1949,Zr,10.2041,8.37,19.66
1950,Zr,10.4167,8.546,19.986
1951,Zr,10.6383,8.732,20.344
1952,Zr,10.8696,8.937,20.716
1953,Zr,11.1111,9.136,21.086
1954,Zr,11.3636,9.369,21.473
1955,Zr,11.6279,9.595,21.856
1956,Zr,11.9048,9.831,22.265
1957,Zr,12.1951,10.079,22.688
1958,Zr,12.5,10.335,23.123
1959,Zr,12.8205,10.619,23.577
1960,Zr,13.1579,10.911,24.042
1961,Zr,13.5135,11.205,24.5
1962,Zr,13.8889,11.515,25.016
1963,Zr,14.2857,11.814,25.545
1964,Zr,14.7059,12.166,26.097
1965,Zr,15.1515,12.516,26.686
1966,Zr,15.625,12.929,27.32
1967,Zr,16.129,13.352,27.954
1968,Zr,16.6667,13.803,28.636
1969,Zr,17.2414,14.266,29.301
1970,Zr,17.8571,14.769,30.059
1971,Zr,18.5185,15.347,30.829
1972,Zr,19.2308,15.92,31.621
1973,Zr,20.8333,17.198,33.469
1974,Zr,21.7391,18.038,34.513
1975,Zr,22.7273,18.944,35.431
1976,Zr,23.8095,20.031,36.348
1977,Zr,26.3158,21.445,38.482
1978,Zr,27.7778,22.327,39.897
1979,Zr,29.4118,23.283,41.521
1980,Zr,31.25,24.459,43.439
1981,Zr,33.3333,25.82,45.534
1982,Zr,35.7143,27.455,47.998
1983,Zr,38.4615,29.442,50.816
1984,Zr,41.6667,31.972,54.228
1985,Zr,45.4545,35.375,58.2
1986,Zr,55.5556,46.731,67.736
